,UniProt ID,InChI Key,Parameter,Value,Unit,Database Source,Database Target ID,Database Ligand ID,Reference,Interaction_type
179,P28223,NFLLKCVHYJRNRH-UHFFFAOYSA-N,IC50,693,nM,ChEMBL,CHEMBL224,CHEMBL1200406,DrugMatrix in vitro pharmacology data,1
180,P14416,BMXRASUARGEUDH-UHFFFAOYSA-N,IC50,2570.4,nM,ChEMBL,CHEMBL217,CHEMBL11262,"Bioorg. Med. Chem. Lett., (1996) 6:10:1077",0
181,P21554,IFOCTOUIVAZJJR-XQBPLPMBSA-N,IC50,>17000,nM,ChEMBL,CHEMBL218,CHEMBL1765268,21420857,0
182,P61169,UAAUMFKLNOFEDU-UHFFFAOYSA-N,IC50,2800,nM,ChEMBL,CHEMBL339,CHEMBL136333,7473566,0
183,P08588,AHGPIPADZZLPDD-XVOBZGQLSA-N,IC50,13340,nM,ChEMBL,CHEMBL213,CHEMBL3128185,24437735,0
184,P08588,SQEFOEMJQGYSCJ-LJAQVGFWSA-N,IC50,5500,nM,ChEMBL,CHEMBL213,CHEMBL433042,10888324,0
185,O43613,BFEILDCUPZNEPI-KRWDZBQOSA-N,IC50,2430,nM,ChEMBL,CHEMBL5113,CHEMBL3899022,None,0
186,Q75Z89,ZVSMANBKDHUTOV-UHFFFAOYSA-N,IC50,600,nM,ChEMBL,CHEMBL3446,CHEMBL304438,9622542,1
187,P30518,HSGKWJPZSGUDTI-UHFFFAOYSA-N,IC50,>31622.78,nM,ChEMBL,CHEMBL1790,CHEMBL1223473,20674355,0
188,P08912,QWGDMFLQWFTERH-UHFFFAOYSA-N,IC50,856,nM,ChEMBL,CHEMBL2035,CHEMBL1113,DrugMatrix in vitro pharmacology data,1
189,P25101,RQMRNWJRXJVROO-UHFFFAOYSA-N,IC50,42.85,nM,ChEMBL,CHEMBL252,CHEMBL316012,"Bioorg. Med. Chem. Lett., (1996) 6:22:2651",1
190,P34972,KOWDMYRONSYFDJ-GAJHUEQPSA-N,IC50,1907,nM,ChEMBL,CHEMBL253,CHEMBL231642,17293109,0
191,O43613,WDOSOPAABKRJHF-IRXDYDNUSA-N,IC50,25,nM,ChEMBL,CHEMBL5113,CHEMBL3949639,None,1
192,P30551,PTJOVSFAQHZLME-BVAGGSTKSA-N,IC50,4020,nM,ChEMBL,CHEMBL2871,CHEMBL79565,9258356,0
193,O08786,NKQUZOWPOCJXRE-KGPYPHOUSA-N,IC50,46,nM,ChEMBL,CHEMBL2798,CHEMBL171310,"Bioorg. Med. Chem. Lett., (1994) 4:7:867",1
194,P47900,GFYSGGLINSUQIA-HWJIPRJHSA-J,IC50,2240,nM,ChEMBL,CHEMBL4315,CHEMBL3746598,26588064,0
195,P07550,MBASDDOGNAPLJY-AVJFOWIRSA-N,IC50,>20000,nM,ChEMBL,CHEMBL210,CHEMBL3128181,24437735,0
196,P25101,VESFHNMVCVQILM-UHFFFAOYSA-N,IC50,5.6,nM,ChEMBL,CHEMBL252,CHEMBL295588,9171877,1
197,Q64264,IJKYJDDNDXAREJ-UHFFFAOYSA-N,IC50,>1000,nM,ChEMBL,CHEMBL3737,CHEMBL138458,11784148,1
198,P34972,DVPAFQJRBKXLSG-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL253,CHEMBL516900,19320488,0
199,P20309,NMBIPAUSMWERKN-UHFFFAOYSA-N,IC50,675.6,nM,ChEMBL,CHEMBL245,CHEMBL118241,9986705,1
200,P61169,ZDMWBBFQNAAKPP-UHFFFAOYSA-N,IC50,160,nM,ChEMBL,CHEMBL339,CHEMBL112037,1662725,1
201,P34995,BJCNATUOCUEACR-UHFFFAOYSA-N,IC50,>30000,nM,ChEMBL,CHEMBL1811,CHEMBL3586309,26061158,0
202,O95136,UCKXLYWKXHQBLZ-UHFFFAOYSA-N,IC50,3000,nM,ChEMBL,CHEMBL2955,CHEMBL1779890,21570287,0
203,Q63931,IPCYTZBCFJQCQL-CUPIEXAXSA-N,IC50,650,nM,ChEMBL,CHEMBL3501,CHEMBL3142685,1716682,1
204,P34972,KGGHJYABDWNPSR-UHFFFAOYSA-N,IC50,10260,nM,ChEMBL,CHEMBL253,CHEMBL524277,19530697,0
205,P61169,OVQXIVRARLGKOO-NAVOZUGXSA-N,IC50,7100,nM,ChEMBL,CHEMBL339,CHEMBL337848,7990124,0
206,P08172,JHAHGWMPINVXDP-OGEVYIQJSA-N,IC50,50.12,nM,ChEMBL,CHEMBL211,CHEMBL551113,18818072,1
207,Q00788,HQWXWRKHMDXFBT-UHFFFAOYSA-N,IC50,>100000,nM,ChEMBL,CHEMBL3766,CHEMBL59699,8393113,0
208,Q80SS6,REZBXYOPCMKVPR-UHFFFAOYSA-N,IC50,8100,nM,ChEMBL,CHEMBL1255150,CHEMBL1258646,20801037,0
209,P14842,AZHSETOUVUIVCI-UHFFFAOYSA-N,IC50,2341,nM,ChEMBL,CHEMBL322,CHEMBL344202,12361392,0
210,P20272,DUQNACHXFYOVEQ-UHFFFAOYSA-N,IC50,2,nM,ChEMBL,CHEMBL3571,CHEMBL597317,20045337,1
211,P21731,FIPYJDOEJWQULW-XJFFXRDASA-N,IC50,670,nM,ChEMBL,CHEMBL2069,CHEMBL420507,9357516,1
212,P41146,PJUYFSRWEFJRNZ-UHFFFAOYSA-N,IC50,180,nM,ChEMBL,CHEMBL2014,CHEMBL373190,16153834,1
213,P34976,CUKWLCNLRLXBHS-UHFFFAOYSA-N,IC50,32,nM,ChEMBL,CHEMBL3948,CHEMBL350851,"Bioorg. Med. Chem. Lett., (1994) 4:1:69",1
214,P30872,UKGIKHPFMXOGRF-ODNMLFCLSA-N,IC50,245,nM,ChEMBL,CHEMBL1917,CHEMBL265615,11405660,1
215,P15823,WIKYUJGCLQQFNW-UHFFFAOYSA-N,IC50,89,nM,ChEMBL,CHEMBL315,CHEMBL728,DrugMatrix in vitro pharmacology data,1
216,P35368,KYFDMTNYQFXNHE-UHFFFAOYSA-N,IC50,2197,nM,ChEMBL,CHEMBL232,CHEMBL3809840,27031406,0
217,O95977,WJTKHEJZIPMAKN-QHCPKHFHSA-N,IC50,6.15,nM,ChEMBL,CHEMBL3230,CHEMBL473563,19282175,1
218,P28223,WDBVJENEMCPSQN-VZLKJUJQSA-N,IC50,253,nM,ChEMBL,CHEMBL224,CHEMBL3398392,25684421,1
219,Q9UBY5,MBDSUZSCJLRKPC-QGZVFWFLSA-N,IC50,454,nM,ChEMBL,CHEMBL3250,CHEMBL191055,16033271,1
220,P31391,WTEHMPUGVAOZBF-FYYLOGMGSA-N,IC50,>1000,nM,ChEMBL,CHEMBL1853,CHEMBL2069502,24900466,1
221,P21728,QRJJEGAJXVEBNE-HKOYGPOVSA-N,IC50,4136.1,nM,ChEMBL,CHEMBL2056,CHEMBL1262,DrugMatrix in vitro pharmacology data,0
222,P30872,YESYBWIRYWKZCG-MGDFUXISSA-N,IC50,9590,nM,ChEMBL,CHEMBL1917,CHEMBL1254967,20684600,0
223,P28223,CKRQXBZZTZEABO-UHFFFAOYSA-N,IC50,352,nM,ChEMBL,CHEMBL224,CHEMBL493625,18456500,1
224,P28564,UQLMPELWUKMDTO-UHFFFAOYSA-N,IC50,200,nM,ChEMBL,CHEMBL3459,CHEMBL2376483,23542166,1
225,P21452,MHEWDXHLJDJQCZ-LJAQVGFWSA-N,IC50,4200,nM,ChEMBL,CHEMBL2327,CHEMBL306400,9873524,0
226,P32239,TYYIQPKNUREZGD-UHFFFAOYSA-N,IC50,3,nM,ChEMBL,CHEMBL298,CHEMBL285746,"Bioorg. Med. Chem. Lett., (1996) 6:13:1421",1
227,P35372,YREAXUCMJLVXEL-DNLODUJGSA-N,IC50,40,nM,ChEMBL,CHEMBL233,CHEMBL412996,17149859,1
228,P35462,SLAGVDVFVOTFNB-HSZRJFAPSA-N,IC50,>10000,nM,ChEMBL,CHEMBL234,CHEMBL1093469,20223662,0
229,P56481,BHFICGAYZYPXKD-UHFFFAOYSA-N,IC50,88,nM,ChEMBL,CHEMBL2854,CHEMBL9888,9544204,1
230,Q99705,GPEOXJGBWGMANI-UHFFFAOYSA-N,IC50,1500,nM,ChEMBL,CHEMBL344,CHEMBL194602,15863317,0
231,P24530,BSUROEYVKLONPL-UHFFFAOYSA-N,IC50,4295,nM,ChEMBL,CHEMBL1785,CHEMBL173189,"Bioorg. Med. Chem. Lett., (1997) 7:7:939",0
232,P18901,JOAHPSVPXZTVEP-YXJHDRRASA-N,IC50,69,nM,ChEMBL,CHEMBL265,CHEMBL73151,2571729,1
233,P08909,QWCRAEMEVRGPNT-UHFFFAOYSA-N,IC50,1000,nM,ChEMBL,CHEMBL324,CHEMBL49,8496920,1
234,P41968,RSKJGGLMXZWIBS-HAPMLZQOSA-N,IC50,500,nM,ChEMBL,CHEMBL4644,CHEMBL1775062,21486697,1
235,Q00788,FEPUOBDPUNRMJO-MFCSNTOFSA-N,IC50,9200,nM,ChEMBL,CHEMBL3766,CHEMBL131388,8258821,0
236,P32239,UOPVQTAMKYCRBE-ZYADHFCISA-N,IC50,2000,nM,ChEMBL,CHEMBL298,CHEMBL3142681,1716682,0
237,Q9GZQ6,NHCZEDDUCRWXKT-CJKZIAQFSA-N,IC50,1.9,nM,ChEMBL,CHEMBL5951,CHEMBL1672379,24900254,1
238,P41146,FHOFCCHFZZIEIE-UHFFFAOYSA-N,IC50,450,nM,ChEMBL,CHEMBL2014,CHEMBL369945,16153834,1
239,P21728,BTUIZHMEGKWEMO-UHFFFAOYSA-N,IC50,1499.85,nM,ChEMBL,CHEMBL2056,CHEMBL3906676,None,0
240,P07550,LJHFZRFLGDYKHF-LJAQVGFWSA-N,IC50,1800,nM,ChEMBL,CHEMBL210,CHEMBL333417,11052788,0
241,P15823,WSEQXVZVJXJVFP-UHFFFAOYSA-N,IC50,3288,nM,ChEMBL,CHEMBL315,CHEMBL549,DrugMatrix in vitro pharmacology data,0
242,P34995,DQLDMXGXNPDHDY-UHFFFAOYSA-N,IC50,>3200,nM,ChEMBL,CHEMBL1811,CHEMBL427035,16442794,0
243,P35346,NMRRBNKBWQUUMO-GQTCWKNHSA-N,IC50,>1000,nM,ChEMBL,CHEMBL1792,CHEMBL3350906,14667215,1
244,P43116,PVCHZSUUQQWRNF-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1881,CHEMBL2386078,23721423,0
245,P34972,UVLAMOAOUZDNJJ-UHFFFAOYSA-N,IC50,1725.9,nM,ChEMBL,CHEMBL253,CHEMBL524158,18712856,0
246,O08786,OXPFQDPMHQMMAD-BHVANESWSA-N,IC50,2500,nM,ChEMBL,CHEMBL2798,CHEMBL31671,"Bioorg. Med. Chem. Lett., (1996) 6:13:1421",0
247,P35351,PBIGCYDVMQOVKU-UHFFFAOYSA-N,IC50,>30000,nM,ChEMBL,CHEMBL257,CHEMBL337217,8277506,0
248,Q99705,XFNRZTVDFYQYPZ-UHFFFAOYSA-N,IC50,2100,nM,ChEMBL,CHEMBL344,CHEMBL1705448,PubChem BioAssay data set,0
249,P14842,SKJNVPGYOBEJTP-UHFFFAOYSA-N,IC50,215,nM,ChEMBL,CHEMBL322,CHEMBL306141,7914536,1
250,O43614,LDEKGKQHBLFVRS-HOTGVXAUSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4792,CHEMBL3934220,None,0
251,P50406,DICDOOGFHQRKKL-UHFFFAOYSA-N,IC50,5990,nM,ChEMBL,CHEMBL3371,CHEMBL1783959,19443217,0
252,P30553,FDHQBDVFBBZMOU-OGUPFJCYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3508,CHEMBL143270,10579828,0
253,P35372,XFMLKAFLDRDBOZ-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL233,CHEMBL416136,11755353,0
254,P32239,PJPRIFHEPRLDKT-ZYADHFCISA-N,IC50,4250,nM,ChEMBL,CHEMBL298,CHEMBL348346,8126703,0
255,P24530,MBUKSPHJVDZOKR-UHFFFAOYSA-N,IC50,1200,nM,ChEMBL,CHEMBL1785,CHEMBL311510,"Bioorg. Med. Chem. Lett., (1996) 6:20:2393",0
256,P48039,VIEBSWGQQLTIQK-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1945,CHEMBL522528,18372181,0
257,P30872,TUPWCVWVVXSIMI-QQCZIGDVSA-N,IC50,1000,nM,ChEMBL,CHEMBL1917,CHEMBL3349670,9544214,1
258,P70536,COMZNWYUZVTMOW-PWUBUQNJSA-N,IC50,18,nM,ChEMBL,CHEMBL3996,CHEMBL417458,"Bioorg. Med. Chem. Lett., (1995) 5:2:119",1
259,P41145,RJSCHJNECJRYPS-UHFFFAOYSA-N,IC50,9.8,nM,ChEMBL,CHEMBL237,CHEMBL417260,12643930,1
260,Q9Y2T6,XBZIGRIVQPZHKB-UHFFFAOYSA-N,IC50,261,nM,ChEMBL,CHEMBL1075322,CHEMBL2181540,23679955,1
261,P35368,JCWOYZLADPGGTP-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL232,CHEMBL3952204,27709945,0
262,P30553,WOFPEPLFRQSPDN-OBZFIXDXSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3508,CHEMBL308115,11405658,0
263,P51679,CXXVJZRGOOIVOD-SANMLTNESA-N,IC50,>50000,nM,ChEMBL,CHEMBL2414,CHEMBL1078231,19674898,0
264,P25101,IIMOFYDNSGNNBK-UHFFFAOYSA-N,IC50,32,nM,ChEMBL,CHEMBL252,CHEMBL45456,9171877,1
265,P41143,GSOKUGXLPOWMGZ-RZAIGCCYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL236,CHEMBL2112838,12502358,0
266,P30872,VQXYUOQZXRTULA-NEZYABMDSA-N,IC50,1000,nM,ChEMBL,CHEMBL1917,CHEMBL3349668,9544214,1
267,Q80SS6,DFMVHPGXMMWCLQ-UHFFFAOYSA-N,IC50,4600,nM,ChEMBL,CHEMBL1255150,CHEMBL1258530,20801037,0
268,Q9EPX4,CCIQVHZGLRYWLM-UHFFFAOYSA-N,IC50,1400,nM,ChEMBL,CHEMBL2188,CHEMBL3325652,25075638,0
269,Q96LB2,OZBJHOWASPNNLC-NHFJDJAPSA-N,IC50,200,nM,ChEMBL,CHEMBL5850,CHEMBL3730179,None,1
270,P34969,LSGJWSJZDUYGNN-UHFFFAOYSA-N,IC50,1508,nM,ChEMBL,CHEMBL3155,CHEMBL602284,20096593,0
271,Q99500,UMJJDEOZEVVCOC-VWLOTQADSA-N,IC50,3250,nM,ChEMBL,CHEMBL3892,CHEMBL1093424,20304639,0
272,P0DMS8,KGGRLFLXKXSBIC-MPBXGEDSSA-N,IC50,113,nM,ChEMBL,CHEMBL256,CHEMBL2042310,22432713,1
273,P43116,JMYRYCOGQOEXOC-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1881,CHEMBL2386077,23721423,0
274,P43115,WMEUGWYECRHASZ-OYKVQYDMSA-N,IC50,>3200,nM,ChEMBL,CHEMBL3710,CHEMBL203780,16442794,0
275,P31391,YFIRAPWYJSMMON-IWHXLGKZSA-N,IC50,1033,nM,ChEMBL,CHEMBL1853,CHEMBL2372608,15828816,0
276,P18089,HPMRFMKYPGXPEP-UHFFFAOYSA-N,IC50,19.5,nM,ChEMBL,CHEMBL1942,CHEMBL10316,10636247,1
277,Q00788,IFJARNJJSHNILC-MQRABVPWSA-N,IC50,10000,nM,ChEMBL,CHEMBL3766,CHEMBL128680,8258821,0
278,P70536,AQSJOHFTCLAXDU-DCEDVJGZSA-N,IC50,770,nM,ChEMBL,CHEMBL3996,CHEMBL131499,8258821,1
279,P26684,ABQDXGJXZPQJDX-FTLVJZLWSA-N,IC50,12,nM,ChEMBL,CHEMBL4566,CHEMBL321831,9703472,1
280,P32239,HIDXDIXMVZDVNO-UHFFFAOYSA-N,IC50,9.8,nM,ChEMBL,CHEMBL298,CHEMBL101528,"Bioorg. Med. Chem. Lett., (1995) 5:24:3023",1
281,P41143,GKVLXSNNBUSNOA-XWGVYQGASA-N,IC50,<100,nM,ChEMBL,CHEMBL236,CHEMBL3233197,24613457,1
282,P26684,FLKHEWXEYTUALG-KZQOYIJHSA-N,IC50,1.3,nM,ChEMBL,CHEMBL4566,CHEMBL113529,9022798,1
283,O08786,QKEXHCTVRMIPST-JSRHHAARSA-N,IC50,840,nM,ChEMBL,CHEMBL2798,CHEMBL170026,"Bioorg. Med. Chem. Lett., (1994) 4:7:867",1
284,P35463,LBWOFPWPPZDWOB-ARMFNRFLSA-N,IC50,11000,nM,ChEMBL,CHEMBL3949,CHEMBL325444,9022798,0
285,Q28838,GJSURZIOUXUGAL-UHFFFAOYSA-N,IC50,2,nM,ChEMBL,CHEMBL4744,CHEMBL134,2537429,1
286,P51677,QNHKVEUPGHSYFU-UHFFFAOYSA-N,IC50,5300,nM,ChEMBL,CHEMBL3473,CHEMBL124585,12166951,0
287,O43613,SBTZFUJQUNEVMJ-HSZRJFAPSA-N,IC50,11,nM,ChEMBL,CHEMBL5113,CHEMBL3940436,None,1
288,P25100,SPXACGZWWVIDGR-SPZWACKZSA-N,IC50,7.369,nM,ChEMBL,CHEMBL223,CHEMBL1255837,DrugMatrix in vitro pharmacology data,1
289,P41143,QTGJXJFNGAQXST-FHWLQOOXSA-N,IC50,>10000,nM,ChEMBL,CHEMBL236,CHEMBL3707078,12502358,0
290,P08173,UKZDLIRTNLHAHI-UHFFFAOYSA-N,IC50,2030,nM,ChEMBL,CHEMBL1821,CHEMBL333065,9986705,0
291,P61169,RZZAEVQHACUOGI-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL339,CHEMBL138809,11784148,0
292,P14416,JTBHFVSMJCSNFC-HZMBPMFUSA-N,IC50,>10000,nM,ChEMBL,CHEMBL217,CHEMBL201621,16451077,0
293,P41149,ORGNWZMVZFBZJX-DIPNUNPCSA-N,IC50,1995.26,nM,ChEMBL,CHEMBL4489,CHEMBL190732,15974575,0
294,P41145,CVBFXYSQQQVPOA-UGKGYDQZSA-N,IC50,9380,nM,ChEMBL,CHEMBL237,CHEMBL80823,11448220,0
295,P41597,STXUPEUBCKDDQA-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4015,CHEMBL195298,15863339,0
296,P08588,TUKCAJLEDYYBNF-QHCPKHFHSA-N,IC50,9600,nM,ChEMBL,CHEMBL213,CHEMBL1084667,20181479,0
297,P41145,HFUCMBMATFVNGH-UHFFFAOYSA-N,IC50,640,nM,ChEMBL,CHEMBL237,CHEMBL434944,16153834,1
298,P28335,CBHCDHNUZWWAPP-UHFFFAOYSA-N,IC50,495,nM,ChEMBL,CHEMBL225,CHEMBL395110,DrugMatrix in vitro pharmacology data,1
299,P41597,HEXTXRMVMKIBQR-RZPFDVGOSA-N,IC50,10000,nM,ChEMBL,CHEMBL4015,CHEMBL363840,15771462,0
300,P25101,KGWZRCWOQCGAFF-UHFFFAOYSA-N,IC50,62,nM,ChEMBL,CHEMBL252,CHEMBL311461,"Bioorg. Med. Chem. Lett., (1996) 6:20:2393",1
301,P24530,LXPHVGHGSNLHAG-UHFFFAOYSA-N,IC50,3900,nM,ChEMBL,CHEMBL1785,CHEMBL10901,9089328,0
302,Q9BXA5,IEIRGUKKLCLATB-UHFFFAOYSA-N,IC50,160,nM,ChEMBL,CHEMBL2150838,CHEMBL2153596,21571530,1
303,P21554,QVRBOJREASCNET-UHFFFAOYSA-N,IC50,200,nM,ChEMBL,CHEMBL218,CHEMBL271988,18293908,1
304,P30553,DRQVDSCOJCYNGL-PQMADMOESA-N,IC50,>10000,nM,ChEMBL,CHEMBL3508,CHEMBL276613,11755332,0
305,P70536,SCVJPKXQYIMBID-LJFZDNNRSA-N,IC50,460,nM,ChEMBL,CHEMBL3996,CHEMBL340150,8258821,1
306,O43614,UTKTXQFSUOMABI-HOTGVXAUSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4792,CHEMBL3897747,None,0
307,P25021,POXFWGOYGQTRMD-SECBINFHSA-N,IC50,>30000,nM,ChEMBL,CHEMBL1941,CHEMBL1091874,20299215,0
308,P11229,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,IC50,82,nM,ChEMBL,CHEMBL216,CHEMBL445,DrugMatrix in vitro pharmacology data,1
309,P08912,QZUDBNBUXVUHMW-UHFFFAOYSA-N,IC50,13,nM,ChEMBL,CHEMBL2035,CHEMBL42,DrugMatrix in vitro pharmacology data,1
310,Q9Y5Y4,ZNSZIDSFZCBJQV-UHFFFAOYSA-N,IC50,76,nM,ChEMBL,CHEMBL5071,CHEMBL1933914,22119474,1
311,P26684,LQKHSTBTPGBUTB-UHFFFAOYSA-N,IC50,97,nM,ChEMBL,CHEMBL4566,CHEMBL69150,9871621,1
312,P21554,DEARTAGYOFLSII-SBRBTQSLSA-N,IC50,>32000,nM,ChEMBL,CHEMBL218,CHEMBL1446359,PubChem BioAssay data set,0
313,O95977,XXVGJGHFHPWZAV-UXHICEINSA-N,IC50,1000,nM,ChEMBL,CHEMBL3230,CHEMBL207580,16580205,1
314,Q01726,BMAPOAMSOKHHLD-ZNLSIPTCSA-N,IC50,>5000,nM,ChEMBL,CHEMBL3795,CHEMBL2371968,17455928,0
315,P35372,CKNSULFOVOHSDA-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL233,CHEMBL126382,11052793,0
316,P43115,MWALGAXFBJFLOX-UHFFFAOYSA-N,IC50,>25000,nM,ChEMBL,CHEMBL3710,CHEMBL2386074,23721423,0
317,P41145,GIGNIFGLIYEKNN-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL237,CHEMBL126946,11052794,0
318,P33533,DLPBBVPHWIOXTJ-KNQAVFIVSA-N,IC50,233,nM,ChEMBL,CHEMBL269,CHEMBL76816,1346276,1
319,P61169,OSVMSQACZRYAPT-UHFFFAOYSA-N,IC50,4800,nM,ChEMBL,CHEMBL339,CHEMBL100086,12482441,0
320,Q969V1,WTOMXQPJJMYNRR-BJMVGYQFSA-N,IC50,6.4,nM,ChEMBL,CHEMBL5038,CHEMBL197050,16134937,1
321,P35346,WASLGBPOQJKRMS-UIKDDGOGSA-N,IC50,1247,nM,ChEMBL,CHEMBL1792,CHEMBL3349673,9544214,0
322,O43614,BFGSQTIQMVPAIG-KBPBESRZSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4792,CHEMBL3963082,None,0
323,Q99705,KENQBAJESGJICP-UHFFFAOYSA-N,IC50,1500,nM,ChEMBL,CHEMBL344,CHEMBL367355,16002290,0
324,P25103,GDKZATIJTWQJFZ-BVDLGWPVSA-N,IC50,>10000,nM,ChEMBL,CHEMBL249,CHEMBL3736198,"MedChemComm, (2015) 6:3:469",0
325,P21731,SELKHOGQDWWPNX-UHFFFAOYSA-M,IC50,47900,nM,ChEMBL,CHEMBL2069,CHEMBL422441,10091692,0
326,P28335,VRODRHYZYZUMEV-UHFFFAOYSA-N,IC50,595,nM,ChEMBL,CHEMBL225,CHEMBL1852514,None,1
327,P31389,WXXKRBPWFRHICR-UHFFFAOYSA-N,IC50,570,nM,ChEMBL,CHEMBL3943,CHEMBL437519,15566302,1
328,P08908,GXDRKMVYBOOCOD-UHFFFAOYSA-N,IC50,158.49,nM,ChEMBL,CHEMBL214,CHEMBL52912,7752204,1
329,P41145,AJLLHPKYDCMVMR-UHFFFAOYSA-N,IC50,77,nM,ChEMBL,CHEMBL237,CHEMBL2322511,23360448,1
330,Q92633,KADNHYHIFGASJE-UHFFFAOYSA-N,IC50,57,nM,ChEMBL,CHEMBL3819,CHEMBL2182065,22894757,1
331,P24530,CQOFOENPMPKYGT-UHFFFAOYSA-N,IC50,1060,nM,ChEMBL,CHEMBL1785,CHEMBL368860,12617929,0
332,P70536,XPCYGKNGEFHXCZ-UKGGWICRSA-N,IC50,20,nM,ChEMBL,CHEMBL3996,CHEMBL20171,"Bioorg. Med. Chem. Lett., (1995) 5:2:119",1
333,P14416,SPXACGZWWVIDGR-SPZWACKZSA-N,IC50,1.474,nM,ChEMBL,CHEMBL217,CHEMBL1255837,DrugMatrix in vitro pharmacology data,1
334,P30553,JXUCEJOYJLAWHG-JFQMQCJMSA-N,IC50,2200,nM,ChEMBL,CHEMBL3508,CHEMBL268337,"Bioorg. Med. Chem. Lett., (1993) 3:5:851",0
335,O95136,OXYHNSKNRIYKDI-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2955,CHEMBL364899,16190743,0
336,P14416,FUNLPOKPIPLUBX-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL217,CHEMBL1222138,20655748,0
337,P24530,SSFYFPFPUBLPRC-UHFFFAOYSA-N,IC50,120,nM,ChEMBL,CHEMBL1785,CHEMBL156194,10098676,1
338,P41144,JWZLANUHRXGDET-JVPBZIDWSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3952,CHEMBL290737,2887656,0
339,O43614,SJAGXZSCDINIMC-ZBEGNZNMSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4792,CHEMBL3985601,None,0
340,P34976,SZDCHUGPQOSQTF-UHFFFAOYSA-N,IC50,11,nM,ChEMBL,CHEMBL3948,CHEMBL15788,"Bioorg. Med. Chem. Lett., (1995) 5:11:1151",1
341,Q00788,ACRJFLNATMBKDE-LIXHSBQKSA-N,IC50,9600,nM,ChEMBL,CHEMBL3766,CHEMBL128328,8258821,0
342,P26684,XKICGEVCBUOTCT-LOSJGSFVSA-N,IC50,33,nM,ChEMBL,CHEMBL4566,CHEMBL368360,8632420,1
343,P20272,FRYOHWQUTFFDHG-UHFFFAOYSA-N,IC50,11.6,nM,ChEMBL,CHEMBL3571,CHEMBL256262,18337096,1
344,P25929,KOGZUICFSKKHFC-UHFFFAOYSA-N,IC50,>30000,nM,ChEMBL,CHEMBL4777,CHEMBL82374,15109631,0
345,P08172,IRQNZOGGZGSWQD-SMCANUKXSA-O,IC50,104.7,nM,ChEMBL,CHEMBL211,CHEMBL2206599,23099092,1
346,P50406,JYJNPJVGVPZHKA-UHFFFAOYSA-N,IC50,8,nM,ChEMBL,CHEMBL3371,CHEMBL1642123,21190848,1
347,P35367,KLBQZWRITKRQQV-UHFFFAOYSA-N,IC50,72,nM,ChEMBL,CHEMBL231,CHEMBL479,DrugMatrix in vitro pharmacology data,1
348,P18825,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,IC50,253,nM,ChEMBL,CHEMBL1916,CHEMBL564,DrugMatrix in vitro pharmacology data,1
349,P33533,GWFIDOKEVUDHAB-YZIHRLCOSA-N,IC50,4.2,nM,ChEMBL,CHEMBL269,CHEMBL431276,9288176,1
350,O43613,MITAEJMHOIHGTB-UHFFFAOYSA-N,IC50,1500,nM,ChEMBL,CHEMBL5113,CHEMBL1911942,21924608,0
351,O43613,ZVAZIIXJYBKGIK-JOCHJYFZSA-N,IC50,12,nM,ChEMBL,CHEMBL5113,CHEMBL3947667,None,1
352,Q63931,WYYRQHJMSINZND-UZTOHYMASA-N,IC50,180,nM,ChEMBL,CHEMBL3501,CHEMBL112387,1766000,1
353,P08912,UKZDLIRTNLHAHI-UHFFFAOYSA-N,IC50,508.2,nM,ChEMBL,CHEMBL2035,CHEMBL333065,9986705,1
354,P30556,UADQBWZVELTJTR-UHFFFAOYSA-N,IC50,10,nM,ChEMBL,CHEMBL227,CHEMBL309820,"Bioorg. Med. Chem. Lett., (1994) 4:18:2229",1
355,Q9H228,YRLWOUXQTIDPEK-DEOSSOPVSA-N,IC50,87.2,nM,ChEMBL,CHEMBL2274,CHEMBL1093429,20304639,1
356,P35348,ILPANLYEJQKXKY-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL229,CHEMBL595449,19646882,0
